#1					
float	DNI_THTFin_vdot(1775,6)				
7135123.021	669.2	340.97	0.000001381	39.16	352.93
7135132.971	670.7	340.96	0.000001381	39.16	353.04
7135143.021	670.9	340.94	0.000001381	39.11	352.95
7135153.022	671.5	340.94	0.000001381	39.16	352.99
7135162.972	672.7	340.91	0.000001381	39.21	353.03
7135173.023	672.8	340.91	0.000001381	39.19	353.05
7135182.973	673.7	340.91	0.000001381	39.21	353.03
7135192.974	674.1	340.90	0.000001381	39.22	353.10
7135202.974	674.9	340.89	0.000001381	39.18	353.06
7135212.974	675.5	340.88	0.000001381	39.19	353.11
7135223.025	675.0	340.86	0.000001381	39.24	353.18
7135233.025	674.7	340.87	0.000001381	39.24	353.14
7135243.026	674.9	340.85	0.000001381	39.24	353.13
7135252.976	675.7	340.84	0.000001381	39.32	353.18
7135262.977	676.9	340.84	0.000001381	39.28	353.28
7135273.027	676.3	340.83	0.000001381	39.35	353.25
7135282.977	675.6	340.83	0.000001381	39.38	353.20
7135293.028	676.7	340.80	0.000001381	39.38	353.20
7135302.978	676.9	340.83	0.000001381	39.39	353.29
7135313.029	675.1	340.84	0.000001381	39.39	353.22
7135322.979	676.1	340.86	0.000001381	39.41	353.27
7135333.030	676.3	340.89	0.000001381	39.45	353.36
7135343.030	674.7	340.92	0.000001381	39.32	353.35
7135352.980	674.4	340.95	0.000001381	39.39	353.31
7135363.031	673.3	340.98	0.000001381	39.45	353.27
7135373.031	673.5	341.02	0.000001380	39.45	353.31
7135383.032	673.9	341.06	0.000001380	39.45	353.29
7135393.032	673.4	341.10	0.000001380	39.42	353.30
7135403.033	673.6	341.16	0.000001380	39.48	353.32
7135413.033	673.5	341.19	0.000001380	39.49	353.28
7135423.033	672.5	341.21	0.000001380	39.55	353.37
7135432.984	671.7	341.25	0.000001380	39.60	353.33
7135443.034	671.8	341.26	0.000001380	39.53	353.26
7135452.985	670.9	341.26	0.000001380	39.53	353.35
7135463.035	669.7	341.26	0.000001380	39.62	353.36
7135472.986	670.9	341.25	0.000001380	39.53	353.41
7135483.036	670.6	341.25	0.000001380	39.60	353.37
7135492.986	670.1	341.24	0.000001380	39.63	353.45
7135502.987	670.3	341.24	0.000001380	39.60	353.46
7135512.987	668.6	341.22	0.000001380	39.66	353.49
7135522.988	669.6	341.21	0.000001380	39.72	353.48
7135533.038	670.1	341.20	0.000001380	39.69	353.55
7135542.989	670.2	341.18	0.000001380	39.68	353.53
7135553.039	669.2	341.18	0.000001381	39.76	353.67
7135563.039	668.9	341.17	0.000001381	39.68	353.65
7135572.990	669.5	341.15	0.000001381	39.70	353.65
7135582.990	669.2	341.14	0.000001381	39.75	353.64
7135593.041	669.6	341.12	0.000001381	39.72	353.64
7135603.041	670.0	341.11	0.000001381	39.76	353.68
7135612.992	669.6	341.10	0.000001381	39.76	353.69
7135622.992	669.7	341.09	0.000001381	39.80	353.70
7135633.042	669.0	341.08	0.000001381	39.77	353.73
7135642.993	669.0	341.05	0.000001381	39.80	353.68
7135653.043	670.0	341.05	0.000001381	39.79	353.77
7135663.044	669.4	341.03	0.000001381	39.83	353.77
7135673.044	670.0	341.01	0.000001381	39.75	353.76
7135683.045	670.3	341.01	0.000001381	39.80	353.85
7135692.995	672.1	340.99	0.000001381	39.97	353.82
7135703.045	672.6	340.97	0.000001381	39.90	353.90
7135712.996	674.6	340.95	0.000001381	40.24	353.85
7135723.046	673.5	340.93	0.000001381	40.31	353.88
7135732.997	674.2	340.93	0.000001381	40.61	353.98
7135742.997	674.9	340.91	0.000001381	40.56	353.90
7135752.998	675.4	340.90	0.000001381	40.64	353.98
7135763.048	675.3	340.90	0.000001381	40.64	353.91
7135772.998	676.1	340.89	0.000001381	40.73	353.89
7135783.049	676.4	340.87	0.000001381	40.80	353.87
7135793.049	677.6	340.87	0.000001381	40.71	354.02
7135803.000	678.3	340.85	0.000001381	40.73	354.00
7135813.000	677.5	340.84	0.000001381	40.81	354.11
7135823.001	676.4	340.84	0.000001381	40.87	354.10
7135833.051	677.0	340.83	0.000001381	40.88	354.12
7135843.001	675.9	340.84	0.000001381	40.91	354.12
7135853.052	675.9	340.85	0.000001381	40.81	354.17
7135863.002	676.7	340.87	0.000001381	40.90	354.16
7135873.003	676.2	340.89	0.000001380	40.87	354.08
7135883.003	676.5	340.92	0.000001380	40.87	354.21
7135893.054	676.2	340.93	0.000001380	40.88	354.26
7135903.004	677.1	340.97	0.000001380	40.95	354.22
7135913.004	677.1	341.00	0.000001380	40.91	354.27
7135923.055	676.9	341.04	0.000001380	40.85	354.19
7135933.055	678.0	341.08	0.000001380	40.92	354.36
7135943.006	677.7	341.12	0.000001380	40.92	354.35
7135953.056	678.5	341.14	0.000001380	41.07	354.29
7135963.007	680.4	341.17	0.000001380	41.08	354.34
7135973.057	680.6	341.19	0.000001380	41.02	354.41
7135983.007	682.1	341.21	0.000001380	41.09	354.41
7135993.008	682.3	341.23	0.000001380	41.27	354.40
7136003.008	682.6	341.22	0.000001380	41.28	354.45
7136013.059	682.7	341.23	0.000001380	41.35	354.51
7136023.009	682.9	341.22	0.000001380	41.44	354.54
7136033.060	682.6	341.23	0.000001380	41.42	354.62
7136043.060	682.4	341.25	0.000001380	41.45	354.60
7136053.060	682.6	341.22	0.000001380	41.40	354.70
7136063.061	681.2	341.22	0.000001380	41.38	354.75
7136073.011	680.8	341.21	0.000001380	41.40	354.70
7136083.062	680.0	341.21	0.000001380	41.30	354.78
7136093.012	681.1	341.20	0.000001380	41.48	354.78
7136103.013	680.6	341.20	0.000001380	41.47	354.77
7136113.063	681.6	341.20	0.000001380	41.51	354.88
7136123.063	681.4	341.19	0.000001380	41.44	354.85
7136133.014	680.2	341.18	0.000001380	41.48	354.92
7136143.014	681.0	341.17	0.000001380	41.58	354.90
7136153.015	679.9	341.17	0.000001380	41.54	354.99
7136163.065	679.2	341.17	0.000001380	41.65	355.03
7136173.066	678.8	341.15	0.000001380	41.52	354.92
7136183.016	678.6	341.14	0.000001380	41.55	355.07
7136193.066	678.4	341.12	0.000001380	41.65	355.04
7136203.017	677.6	341.12	0.000001380	41.64	355.06
7136213.067	677.5	341.11	0.000001380	41.61	355.12
7136223.068	676.3	341.10	0.000001380	41.59	355.23
7136233.018	677.0	341.10	0.000001380	41.75	355.21
7136243.019	676.2	341.08	0.000001380	41.69	355.22
7136253.069	675.5	341.09	0.000001380	41.61	355.20
7136263.019	674.5	341.08	0.000001380	41.61	355.20
7136273.020	673.6	341.07	0.000001380	41.64	355.32
7136283.020	674.1	341.05	0.000001380	41.59	355.25
7136293.071	672.9	341.05	0.000001380	41.65	355.25
7136303.021	673.0	341.04	0.000001380	41.58	355.16
7136313.072	673.1	341.04	0.000001380	41.65	355.30
7136323.072	673.5	341.03	0.000001380	41.68	355.26
7136333.022	673.3	341.02	0.000001380	41.62	355.29
7136343.023	671.8	341.01	0.000001380	41.66	355.28
7136353.073	670.4	341.00	0.000001380	41.61	355.26
7136363.024	671.2	340.99	0.000001380	21.59	355.39
7136373.024	671.8	341.00	0.000001380	27.79	355.25
7136383.025	672.4	340.98	0.000001380	41.80	355.41
7136393.025	671.4	340.98	0.000001380	41.82	355.41
7136403.025	670.2	340.97	0.000001380	41.80	355.44
7136413.076	669.9	340.98	0.000001380	41.83	355.44
7136423.026	670.3	340.96	0.000001380	41.86	355.40
7136433.027	669.4	340.97	0.000001380	41.82	355.34
7136443.027	668.2	340.96	0.000001380	41.82	355.37
7136453.028	670.1	340.98	0.000001380	41.96	355.48
7136463.078	669.9	340.99	0.000001380	41.90	355.52
7136473.028	670.6	341.02	0.000001380	41.79	355.41
7136483.079	670.9	341.04	0.000001380	41.96	355.45
7136493.079	672.6	341.07	0.000001380	41.99	355.35
7136503.080	674.1	341.09	0.000001380	42.14	355.47
7136513.030	673.9	341.14	0.000001380	42.07	355.42
7136523.081	673.6	341.17	0.000001380	42.08	355.50
7136533.031	674.1	341.22	0.000001380	42.04	355.47
7136543.081	672.9	341.24	0.000001380	42.06	355.46
7136553.082	673.2	341.27	0.000001380	42.10	355.46
7136563.032	673.0	341.29	0.000001380	42.00	355.49
7136573.083	672.9	341.30	0.000001380	42.00	355.46
7136583.033	671.9	341.30	0.000001380	42.10	355.47
7136593.084	672.4	341.31	0.000001380	42.07	355.49
7136603.084	673.1	341.31	0.000001380	42.08	355.49
7136613.084	672.6	341.31	0.000001380	42.20	355.52
7136623.085	673.4	341.30	0.000001380	42.28	355.47
7136633.035	673.0	341.31	0.000001380	42.00	355.64
7136643.036	673.4	341.31	0.000001380	42.03	355.67
7136653.086	672.7	341.30	0.000001380	42.04	355.74
7136663.087	671.5	341.31	0.000001380	41.58	355.79
7136673.037	671.6	341.30	0.000001380	41.99	355.69
7136683.087	670.9	341.29	0.000001380	41.94	355.64
7136693.088	671.3	341.28	0.000001380	41.99	355.75
7136703.088	671.0	341.29	0.000001380	42.03	355.79
7136713.089	670.6	341.27	0.000001380	41.99	355.84
7136723.039	671.0	341.27	0.000001380	42.06	355.83
7136733.040	670.6	341.24	0.000001380	42.13	355.97
7136743.040	671.0	341.24	0.000001380	42.06	355.77
7136753.040	670.0	341.23	0.000001380	42.08	355.83
7136763.091	671.0	341.22	0.000001380	42.14	355.95
7136773.041	670.5	341.21	0.000001380	42.18	355.91
7136783.042	669.5	341.21	0.000001380	42.17	355.93
7136793.042	669.6	341.19	0.000001380	42.18	355.96
7136803.043	670.7	341.19	0.000001380	42.25	356.00
7136813.043	670.2	341.19	0.000001380	42.14	356.16
7136823.093	670.6	341.18	0.000001380	42.25	356.05
7136833.094	669.9	341.17	0.000001380	42.21	356.03
7136843.044	670.6	341.17	0.000001380	42.29	355.99
7136853.095	671.1	341.16	0.000001380	42.21	355.99
7136863.045	670.5	341.15	0.000001380	42.28	355.98
7136873.096	669.7	341.14	0.000001380	42.21	356.07
7136883.046	670.0	341.13	0.000001380	42.22	356.19
7136893.046	670.0	341.13	0.000001380	42.22	356.07
7136903.097	670.1	341.11	0.000001380	42.26	356.24
7136913.047	670.2	341.11	0.000001380	42.22	356.04
7136923.048	670.1	341.07	0.000001380	42.28	356.01
7136933.048	670.1	341.08	0.000001380	42.26	355.95
7136943.049	669.4	341.06	0.000001380	42.22	356.10
7136953.049	669.4	341.06	0.000001380	42.15	356.16
7136963.049	669.8	341.02	0.000001380	42.25	356.18
7136973.050	670.7	341.02	0.000001380	42.24	356.08
7136983.100	670.6	341.02	0.000001380	42.26	356.15
7136993.101	670.8	341.01	0.000001380	42.32	356.05
7137003.051	671.8	341.00	0.000001380	42.33	356.17
7137013.102	672.4	341.01	0.000001380	42.36	356.15
7137023.102	672.6	341.02	0.000001380	42.43	356.18
7137033.102	673.2	341.03	0.000001380	42.38	356.31
7137043.103	672.8	341.06	0.000001380	42.53	356.14
7137053.053	673.5	341.08	0.000001380	42.54	356.20
7137063.054	673.1	341.12	0.000001379	42.42	356.22
7137073.054	672.7	341.15	0.000001379	42.56	356.21
7137083.105	672.9	341.18	0.000001379	42.54	356.24
7137093.105	673.8	341.21	0.000001379	42.50	356.30
7137103.105	674.8	341.23	0.000001379	42.57	356.35
7137113.106	675.2	341.25	0.000001379	42.57	356.31
7137123.056	675.0	341.27	0.000001379	42.47	356.21
7137133.057	674.6	341.26	0.000001379	42.61	356.42
7137143.107	675.3	341.28	0.000001379	42.56	356.46
7137153.108	676.0	341.29	0.000001379	42.54	356.34
7137163.108	675.2	341.28	0.000001379	42.59	356.31
7137173.108	675.7	341.27	0.000001379	42.53	356.45
7137183.109	674.8	341.27	0.000001379	42.53	356.45
7137193.109	675.7	341.27	0.000001379	42.64	356.39
7137203.110	675.0	341.27	0.000001379	42.75	356.43
7137213.060	676.1	341.26	0.000001379	42.54	356.40
7137223.061	675.4	341.25	0.000001379	42.68	356.47
7137233.111	675.2	341.25	0.000001379	42.67	356.59
7137243.061	675.0	341.25	0.000001379	42.53	356.42
7137253.112	673.6	341.25	0.000001379	40.21	356.47
7137263.062	673.5	341.23	0.000001379	42.54	356.61
7137273.113	672.7	341.24	0.000001379	32.34	356.54
7137283.113	671.8	341.22	0.000001379	41.84	356.55
7137293.064	671.3	341.23	0.000001379	38.37	356.60
7137303.064	671.2	341.22	0.000001379	39.33	356.53
7137313.114	671.1	341.20	0.000001379	37.06	356.52
7137323.065	669.4	341.20	0.000001380	33.91	356.58
7137333.065	669.6	341.18	0.000001380	30.96	356.63
7137343.116	668.8	341.17	0.000001380	27.39	356.73
7137353.066	668.4	341.19	0.000001380	23.84	356.88
7137363.067	667.3	341.17	0.000001380	20.20	356.93
7137373.067	668.1	341.17	0.000001380	16.61	357.15
7137383.117	668.3	341.17	0.000001380	13.08	357.04
7137393.118	666.5	341.16	0.000001380	9.75	356.79
7137403.068	667.1	341.15	0.000001380	6.83	356.54
7137413.119	666.0	341.13	0.000001380	10.10	356.14
7137423.119	664.5	341.12	0.000001380	8.30	355.68
7137433.120	664.8	341.12	0.000001380	6.54	354.93
7137443.120	655.2	341.12	0.000001380	4.88	354.00
7137453.070	624.8	341.10	0.000001380	3.41	352.79
7137463.121	590.4	341.09	0.000001380	2.11	351.63
7137473.121	549.3	341.08	0.000001380	1.18	350.46
7137483.122	502.7	341.07	0.000001380	0.57	349.29
7137493.072	453.5	341.07	0.000001381	0.22	348.01
7137503.122	399.7	341.05	0.000001381	0.04	346.81
7137513.073	346.2	341.03	0.000001381	0.00	345.64
7137523.123	291.6	341.04	0.000001381	0.00	344.57
7137533.124	225.1	341.02	0.000001382	0.00	343.40
7137543.074	175.1	341.00	0.000001382	0.00	342.60
7137553.075	127.0	341.00	0.000001382	0.00	341.89
7137563.125	84.7	340.98	0.000001383	0.00	341.34
7137573.075	48.7	341.00	0.000001383	0.00	340.85
7137583.076	20.1	341.00	0.000001383	0.00	340.40
7137593.126	4.3	341.04	0.000001383	0.00	340.06
7137603.127	2.5	341.07	0.000001384	0.00	339.64
7137613.127	2.3	341.10	0.000001384	0.00	339.36
7137623.078	2.3	341.13	0.000001384	0.00	339.11
7137633.128	2.2	341.13	0.000001384	0.00	338.88
7137643.128	2.1	341.17	0.000001384	0.00	338.67
7137653.129	2.1	341.19	0.000001384	0.00	338.48
7137663.129	1.7	341.22	0.000001384	0.00	338.25
7137673.130	1.5	341.24	0.000001384	0.00	338.10
7137683.130	1.5	341.24	0.000001385	0.00	337.96
7137693.131	1.5	341.24	0.000001385	0.00	337.81
7137703.131	1.4	341.25	0.000001385	0.00	337.66
7137713.081	1.4	341.25	0.000001385	0.00	337.55
7137723.082	1.4	341.25	0.000001385	0.00	337.41
7137733.132	1.4	341.24	0.000001385	0.00	337.31
7137743.083	1.3	341.22	0.000001385	0.00	337.21
7137753.133	1.3	341.22	0.000001385	0.00	337.13
7137763.134	1.3	340.98	0.000001386	0.00	337.02
7137773.134	1.4	340.51	0.000001387	0.00	337.21
7137783.084	1.3	340.24	0.000001388	0.00	337.11
7137793.135	1.3	339.99	0.000001388	0.00	336.91
7137803.135	1.3	339.68	0.000001388	0.00	336.75
7137813.136	1.3	339.37	0.000001389	0.00	336.59
7137823.136	1.3	338.96	0.000001389	0.00	336.48
7137833.087	1.3	338.60	0.000001390	0.00	336.39
7137843.137	1.3	338.24	0.000001390	0.00	336.32
7137853.087	1.3	337.90	0.000001390	0.00	336.21
7137863.138	1.2	337.58	0.000001391	0.00	336.11
7137873.138	1.3	337.22	0.000001391	0.00	336.03
7137883.089	1.3	336.76	0.000001391	0.00	335.90
7137893.089	1.3	336.40	0.000001392	0.00	335.82
7137903.140	1.3	336.01	0.000001392	0.00	335.71
7137913.140	1.2	335.62	0.000001392	0.00	335.57
7137923.140	1.2	335.21	0.000001392	0.00	335.44
3.14e7	1.2	335.21	0.000001392	0.00	335.44
